,Ticket #,Badge,Issue Date ,IssueTime,Plate,State,Make,Model,Violation, Description,Location,Meter, Fine ,Penalty,lat,lng
2221,4030029389,836.0,2020-01-07,1420,DPN2181,MI,SUBA,,A01,EXPIRED METER,FOURTH AND CATHERINE,6714,15.0,0.0,39.390897,-99.066067
2222,4030029388,836.0,2020-01-07,1254,CGD0959,MI,GMC,,A01,EXPIRED METER,100 BLK OF ASHLEY NO,1334,15.0,0.0,42.281419,-83.748478
2223,4030029387,836.0,2020-01-07,1234,DZQ6332,MI,HOND,,A29,OTHER,LOT 6,6333,35.0,0.0,,
2224,4030029419,836.0,2020-01-07,1621,DMT3706,MI,KIA,,A01,EXPIRED METER,LOT 6,6314,25.0,35.0,,
2225,4030029386,836.0,2020-01-07,1232,EBM8399,MI,CHEV,,A01,EXPIRED METER,LOT 6,6334,25.0,0.0,,
2226,4030029385,836.0,2020-01-07,1209,7JZZ28,MI,VOLK,,A29,OTHER,100 BLK OF ANN EAST,1659,25.0,0.0,42.282345,-83.748449
2227,4130020601,832.0,2020-01-07,1539,DZJ5497,MI,MERC,,A02,PRK OVR LGL LMT,400 BLK OF THOMPSON,3530,25.0,0.0,42.277805,-83.743186
2228,4130020602,832.0,2020-01-07,1548,2125612,IL,CHEV,,A01,EXPIRED METER,400 BLK OF MADISON E,3983,15.0,0.0,42.274189,-83.744159
2229,4130020603,832.0,2020-01-07,1548,ECM5236,MI,FORD,,A01,EXPIRED METER,400 BLK OF MADISON E,3982,15.0,0.0,42.274189,-83.744159
2230,4130020591,832.0,2020-01-07,1438,DVT3676,MI,HOND,,A01,EXPIRED METER,700 BLK OF MONROE,4868,15.0,0.0,42.273288,-83.740663
2231,9070002555,260.0,2020-01-07,1032,ECQ0785,MI,TOYO,,M30,NO PERMITS U/M,M50 LOT,,20.0,0.0,,
2232,9070002545,260.0,2020-01-07,0900,EDH1201,MI,FORD,,M30,NO PERMITS U/M,N26 LOT,,20.0,0.0,,
2233,4140024565,826.0,2020-01-07,1058,DUV0662,MI,FORD,,A20,BLOCKING D'WAY,1019 CHURCH,,25.0,0.0,42.269385,-83.734407
2234,4140024566,826.0,2020-01-07,1133,BMU315,MI,TOYO,,A20,BLOCKING D'WAY,1021 UNIV EAST,,35.0,20.0,42.281419,-83.748478
2235,4140024567,826.0,2020-01-07,1136,DXT0674,MI,HOND,,A20,BLOCKING D'WAY,1026 VAUGHN,,35.0,20.0,42.268996,-83.736345
2236,4030029396,836.0,2020-01-07,1438,FTC7542,OH,FORD,,A01,EXPIRED METER,FARMER'S MARKET,50,25.0,35.0,42.284,-83.7462
2237,4140024568,826.0,2020-01-07,1144,DJX9147,MI,FORD,,A04,NO PRKNG ANYTME,1020 FOREST ALLEY,,0.0,0.0,42.320159,-83.770727
2238,4140024569,826.0,2020-01-07,1147,DR0G0,MI,FORD,,A20,BLOCKING D'WAY,1100 FOREST ALLEY,,0.0,0.0,42.320048,-83.770752
2239,4140024570,826.0,2020-01-07,1148,DR0G0,MI,FORD,,A20,BLOCKING D'WAY,1100 FOREST SOUTH,,25.0,0.0,42.26829,-83.733113
2240,4140024571,826.0,2020-01-07,1152,DJX9147,MI,FORD,,A04,NO PRKNG ANYTME,1020 FOREST SOUTH,,35.0,20.0,42.269407,-83.733142
2241,4140024572,826.0,2020-01-07,1419,EBB4499,MI,SATU,,A45,OVER LEGAL TIME LIMIT,530 LINDEN,,25.0,0.0,42.275387,-83.728389
2242,4140024573,826.0,2020-01-07,1426,DNN4503,MI,CHEV,,A45,OVER LEGAL TIME LIMIT,525 WALNUT,,25.0,0.0,42.275841,-83.729594
2243,9070002548,260.0,2020-01-07,0920,G433194S,MI,FORD,,M34,ACROSS LINE,N26 LOT,,20.0,5.0,,
2244,9070002550,260.0,2020-01-07,0926,DLB2397,MI,FORD,,M34,ACROSS LINE,N26 LOT,,20.0,0.0,,
2245,4130020565,832.0,2020-01-07,1119,CXG393,MI,FORD,,A01,EXPIRED METER,700 BLK OF OAKLAND,4972,25.0,0.0,42.273303,-83.739433
2246,9070002546,260.0,2020-01-07,0901,DDF1022,MI,CHEV,,M30,NO PERMITS U/M,N26 LOT,,20.0,0.0,,
2247,4140024575,826.0,2020-01-07,1434,DMV3297,MI,HOND,,A45,OVER LEGAL TIME LIMIT,507 ELM,,25.0,0.0,42.276767,-83.730239
2248,4140024576,826.0,2020-01-07,1444,EAH2461,MI,FORD,,A45,OVER LEGAL TIME LIMIT,1327 WILMOT,,25.0,0.0,42.276536,-83.731971
2249,4140024577,826.0,2020-01-07,1448,JBE5055,NY,BMW,,A45,OVER LEGAL TIME LIMIT,1303 WILMOT,,25.0,0.0,42.276466,-83.732754
2250,4140024579,826.0,2020-01-07,1510,FLAVIN,MI,NISS,,A45,OVER LEGAL TIME LIMIT,1203 FOREST SOUTH,,25.0,0.0,42.26675,-83.732572
2251,4140024580,826.0,2020-01-07,1520,LHB8284,TX,CHEV,,A45,OVER LEGAL TIME LIMIT,1100 BLK OF PROSPECT,,35.0,20.0,42.26868,-83.735698
2252,4140024578,826.0,2020-01-07,1508,DUT6507,MI,HOND,,A45,OVER LEGAL TIME LIMIT,1205 FOREST SOUTH,,35.0,0.0,42.266558,-83.732569
2253,4030029373,836.0,2020-01-07,1029,CFM7196,MI,HOND,,A01,EXPIRED METER,CITY HALL LOT,6514,15.0,0.0,,
2254,9070002554,260.0,2020-01-07,1024,4MGN44,MI,CHRY,,M34,ACROSS LINE,M93 LOT,,20.0,0.0,,
2255,9070002553,260.0,2020-01-07,1017,CMT4781,MI,CHRY,,M42,PARK DRV'WAY,M93 LOT,,20.0,5.0,,
2256,4140024581,826.0,2020-01-07,1529,HPL8461,NY,JEEP,,A45,OVER LEGAL TIME LIMIT,1019 CHURCH,,35.0,20.0,42.269385,-83.734407
2257,9070002552,260.0,2020-01-07,1010,DHW1689,MI,FORD,,M30,NO PERMITS U/M,M93 LOT,,20.0,0.0,,
2258,9070002551,260.0,2020-01-07,0938,BVP722,MI,BMW,,M04,NO PARK ANYTIME,N26 LOT,,20.0,5.0,,
2259,9070002549,260.0,2020-01-07,0924,GWR9972,OH,VOLV,,M34,ACROSS LINE,N26 LOT,,20.0,0.0,,
2260,4130020549,832.0,2020-01-07,1017,HPA8351,OH,MEBE,,A01,EXPIRED METER,MADISON EAST,3323,15.0,0.0,42.30522,-83.77791
2261,4030029383,836.0,2020-01-07,1205,CKG2391,MI,FIAT,,A01,EXPIRED METER,200 BLK OF FOURTH AV,1463,15.0,0.0,42.282585,-83.747194
2262,4030029382,836.0,2020-01-07,1158,DUK4224,MI,KIA,,A01,EXPIRED METER,FARMER'S MARKET,78,25.0,0.0,42.284,-83.7462
2263,4030029381,836.0,2020-01-07,1156,AH25275,CT,JEEP,,A01,EXPIRED METER,FARMER'S MARKET,34,25.0,35.0,42.284,-83.7462
2264,4030029380,836.0,2020-01-07,1148,UPK6263,VA,CADI,,A19,NO PERMIT CITY,LOT 16,,35.0,0.0,,
2265,4030029372,836.0,2020-01-07,0947,DRH8072,MI,FORD,,A06,NO PARKING,RAMP 7,,35.0,20.0,,
2266,4030029379,836.0,2020-01-07,1144,XEZ472,IN,CHEV,,A01,EXPIRED METER,400 BLK OF DETROIT S,1601,15.0,0.0,42.281419,-83.748478
2267,9070002556,260.0,2020-01-07,1034,DFB1354,MI,DODG,,M04,NO PARK ANYTIME,M50 LOT,,20.0,5.0,,
2268,4030029374,836.0,2020-01-07,1029,AGAH32,FL,BUIC,,A01,EXPIRED METER,CITY HALL LOT,6501,15.0,0.0,,
2269,9070002547,260.0,2020-01-07,0905,EDQ0057,MI,TOYO,,M30,NO PERMITS U/M,N26 LOT,,20.0,0.0,,
2270,4030029375,836.0,2020-01-07,1033,CHM9408,MI,CHEV,,A16,PARKED ON WALK,212 FIFTH AVE NORTH,,40.0,0.0,42.282707,-83.745952
2271,4030029376,836.0,2020-01-07,1043,DJX2754,MI,PONT,,A29,OTHER,KERRYTOWN LOT,6618,25.0,0.0,,
2272,4030029377,836.0,2020-01-07,1045,EDQ0138,MI,FORD,,A01,EXPIRED METER,200 BLK OF KINGSLEY,1756,25.0,0.0,42.281419,-83.748478
2273,4140024574,826.0,2020-01-07,1428,HVA7293,OH,HOND,,A45,OVER LEGAL TIME LIMIT,535 WALNUT,,25.0,0.0,42.275631,-83.729704
2274,4030029378,836.0,2020-01-07,1141,DGU8892,MI,CHEV,,A29,OTHER,400 BLK OF FIFTH AVE,1646,25.0,0.0,42.277808,-83.756022
2275,9020016757,262.0,2020-01-08,1224,EDX7209,MI,TOYO,,M30,NO PERMITS U/M,NC48 LOT,,20.0,0.0,,
2276,4120023157,837.0,2020-01-08,1630,CEQ8729,MI,HOND,,A01,EXPIRED METER,100 BLK OF FOURTH AV,2648,15.0,0.0,42.281066,-83.747264
2277,9020016741,262.0,2020-01-08,0913,DYG5692,MI,PONT,,M01,EXPIRED METER,NC43 LOT,940,6.0,0.0,,
2278,4120023105,837.0,2020-01-08,1234,DTZ6344,MI,CHEV,,A01,EXPIRED METER,100 BLK OF LIBERTY E,2807,15.0,0.0,42.279573,-83.74858
2279,9020016763,262.0,2020-01-08,1235,EBN8000,MI,TOYO,,M30,NO PERMITS U/M,NC48 LOT,,20.0,5.0,,
2280,9020016762,262.0,2020-01-08,1232,EDY4960,MI,TOYO,,M30,NO PERMITS U/M,NC48 LOT,,20.0,0.0,,
2281,9020016761,262.0,2020-01-08,1230,4496BA3,AL,HOND,,M30,NO PERMITS U/M,NC48 LOT,,20.0,0.0,,
2282,9020016758,262.0,2020-01-08,1225,GSW802,AK,BMW,,M30,NO PERMITS U/M,NC48 LOT,,20.0,0.0,,
2283,9020016729,262.0,2020-01-08,0901,840TJM,IN,HOND,,M01,EXPIRED METER,NC43 LOT,918,6.0,0.0,,
2284,9020016742,262.0,2020-01-08,0914,DBM0956,MI,SUBA,,M01,EXPIRED METER,NC43 LOT,943,10.0,0.0,,
2285,9020016760,262.0,2020-01-08,1228,3JWC60,MI,HOND,,M30,NO PERMITS U/M,NC48 LOT,,20.0,5.0,,
2286,9020016744,262.0,2020-01-08,0917,DZT5570,MI,LINC,,M01,EXPIRED METER,NC43 LOT,946,6.0,0.0,,
2287,9020016746,262.0,2020-01-08,0918,DUT0400,MI,SUBA,,M01,EXPIRED METER,NC43 LOT,959,10.0,5.0,,
2288,9020016759,262.0,2020-01-08,1226,FAIL,MI,BMW,,M30,NO PERMITS U/M,NC48 LOT,,20.0,0.0,,
2289,9020016748,262.0,2020-01-08,0920,DNE7381,MI,FORD,,M01,EXPIRED METER,NC43 LOT,964,10.0,0.0,,
2290,9020016733,262.0,2020-01-08,0904,GGZ1417,TX,NISS,,M01,EXPIRED METER,NC43 LOT,925,10.0,0.0,,
2291,9020016749,262.0,2020-01-08,0921,DDX3265,MI,TOYO,,M01,EXPIRED METER,NC43 LOT,965,10.0,0.0,,
2292,9020016750,262.0,2020-01-08,0922,DEL3176,MI,TOYO,,M01,EXPIRED METER,NC43 LOT,966,6.0,0.0,,
2293,9020016751,262.0,2020-01-08,0923,JAA9859,NY,SUBA,,M01,EXPIRED METER,NC43 LOT,969,6.0,0.0,,
2294,9020016752,262.0,2020-01-08,1003,DCE6486,MI,BMW,,M04,NO PARK ANYTIME,NC20,,20.0,5.0,,
2295,9020016753,262.0,2020-01-08,1004,DWM0483,MI,FORD,,M30,NO PERMITS U/M,NC20,,20.0,0.0,,
2296,9020016740,262.0,2020-01-08,0912,EAM2265,MI,CHEV,,M01,EXPIRED METER,NC43 LOT,934,6.0,0.0,,
2297,9020016754,262.0,2020-01-08,1010,DA88864,MI,FORD,,M30,NO PERMITS U/M,NC24 LOT,,20.0,5.0,,
2298,9020016755,262.0,2020-01-08,1100,DYU9229,MI,VOLK,,M30,NO PERMITS U/M,NC27 LOT,,20.0,0.0,,
2299,9020016756,262.0,2020-01-08,1102,SUNNYVW,MI,VOLK,,M29,OTHER,NC27 LOT,,20.0,0.0,,
2300,9020016743,262.0,2020-01-08,0915,CJZ9791,MI,VOLK,,M01,EXPIRED METER,NC43 LOT,945,6.0,0.0,,
2301,9020016745,262.0,2020-01-08,0917,HUM5758,NY,CHEV,,M01,EXPIRED METER,NC43 LOT,949,6.0,0.0,,
2302,9020016716,262.0,2020-01-08,0843,0MQQ31,MI,VOLV,,M01,EXPIRED METER,NC43 LOT,881,6.0,0.0,,
2303,9020016738,262.0,2020-01-08,0910,EBVS76,FL,HOND,,M01,EXPIRED METER,NC43 LOT,932,10.0,5.0,,
2304,9020016747,262.0,2020-01-08,0919,BEK7567,MI,FORD,,M01,EXPIRED METER,NC43 LOT,961,6.0,0.0,,
2305,9020016737,262.0,2020-01-08,0909,DHP2372,MI,CHEV,,M01,EXPIRED METER,NC43 LOT,930,6.0,0.0,,
2306,9020016736,262.0,2020-01-08,0908,DNZ0436,MI,SUBA,,M01,EXPIRED METER,NC43 LOT,928,10.0,0.0,,
2307,9020016735,262.0,2020-01-08,0907,BEZ796,MI,JEEP,,M01,EXPIRED METER,NC43 LOT,927,10.0,5.0,,
2308,9020016734,262.0,2020-01-08,0906,5JNM7,MI,HOND,,M01,EXPIRED METER,NC43 LOT,926,6.0,0.0,,
2309,9020016696,262.0,2020-01-08,0758,5LXX6,MI,LINC,,M01,EXPIRED METER,NC5 LOT,253,6.0,0.0,,
2310,9020016697,262.0,2020-01-08,0759,EEH3191,MI,TOYO,,M01,EXPIRED METER,NC5 LOT,262,6.0,0.0,,
2311,9020016732,262.0,2020-01-08,0903,DRK6496,MI,FORD,,M01,EXPIRED METER,NC43 LOT,924,10.0,0.0,,
2312,9020016731,262.0,2020-01-08,0902,6MTA60,MI,SUBA,,M01,EXPIRED METER,NC43 LOT,920,10.0,0.0,,
2313,9020016730,262.0,2020-01-08,0901,DBX3144,MI,HYUN,,M01,EXPIRED METER,NC43 LOT,920,10.0,0.0,,
2314,9020016703,262.0,2020-01-08,0806,MPB857,SC,JEEP,,M01,EXPIRED METER,NC5 LOT,298,10.0,0.0,,
2315,9020016728,262.0,2020-01-08,0900,AVL013,MI,VOLK,,M01,EXPIRED METER,NC43 LOT,914,10.0,5.0,,
2316,9020016727,262.0,2020-01-08,0859,DQM8541,MI,VOLK,,M01,EXPIRED METER,NC43 LOT,913,10.0,5.0,,
2317,9020016726,262.0,2020-01-08,0857,9HV56,MI,FORD,,M01,EXPIRED METER,NC43 LOT,911,10.0,5.0,,
2318,9020016725,262.0,2020-01-08,0856,EDG5065,MI,MAZD,,M01,EXPIRED METER,NC43 LOT,892,6.0,0.0,,
2319,9020016724,262.0,2020-01-08,0855,6XNB724,CA,JEEP,,M01,EXPIRED METER,NC43 LOT,891,10.0,5.0,,
2320,9020016723,262.0,2020-01-08,0854,BJD0433,MI,HOND,,M01,EXPIRED METER,NC43 LOT,889,10.0,5.0,,
2321,9020016722,262.0,2020-01-08,0854,AAE3636,WA,ACUR,,M01,EXPIRED METER,NC43 LOT,888,6.0,0.0,,
2322,9020016721,262.0,2020-01-08,0853,HKX9657,NY,MAZD,,M01,EXPIRED METER,NC43 LOT,887,6.0,0.0,,
2323,4120023115,837.0,2020-01-08,1321,DHG5938,MI,CHEV,,A27,HANDICAP,200 BLK OF MAIN ST S,9023,115.0,0.0,42.280317,-83.748541
2324,9020016720,262.0,2020-01-08,0852,DUA2624,MI,FORD,,M01,EXPIRED METER,NC43 LOT,885,6.0,0.0,,
2325,9020016719,262.0,2020-01-08,0850,768TW,IN,HOND,,M01,EXPIRED METER,NC43 LOT,884,6.0,0.0,,
2326,9020016718,262.0,2020-01-08,0848,BQY309,MI,CHEV,,M01,EXPIRED METER,NC43 LOT,883,6.0,0.0,,
2327,9020016717,262.0,2020-01-08,0844,BWZ950,MI,SUBA,,M01,EXPIRED METER,NC43 LOT,831,6.0,0.0,,
2328,4120023090,837.0,2020-01-08,1122,6KSK58,MI,NISS,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2751,25.0,35.0,42.281419,-83.748478
2329,9020016715,262.0,2020-01-08,0838,DFK3549,MI,CHEV,,M01,EXPIRED METER,NC43 LOT,875,6.0,0.0,,
2330,9020016714,262.0,2020-01-08,0837,CJK237,MI,FORD,,M01,EXPIRED METER,NC43 LOT,874,10.0,5.0,,
2331,9020016713,262.0,2020-01-08,0836,DKW8466,MI,CHEV,,M01,EXPIRED METER,NC43 LOT,873,6.0,0.0,,
2332,9020016712,262.0,2020-01-08,0835,CL72119,AZ,CHEV,,M01,EXPIRED METER,NC43 LOT,869,6.0,0.0,,
2333,9020016711,262.0,2020-01-08,0834,DEC9138,MI,JEEP,,M01,EXPIRED METER,NC43 LOT,871,6.0,0.0,,
2334,9020016710,262.0,2020-01-08,0833,CCV024,MI,JEEP,,M01,EXPIRED METER,NC43 LOT,867,10.0,5.0,,
2335,9020016709,262.0,2020-01-08,0832,DWG6142,MI,HOND,,M01,EXPIRED METER,NC43 LOT,850,6.0,0.0,,
2336,9020016707,262.0,2020-01-08,0828,HLA2533,PA,VOLK,,M01,EXPIRED METER,NC43 LOT,828,10.0,5.0,,
2337,9020016706,262.0,2020-01-08,0827,DKX6122,MI,VOLK,,M01,EXPIRED METER,NC43 LOT,827,6.0,0.0,,
2338,9020016705,262.0,2020-01-08,0826,DZH5331,MI,JEEP,,M01,EXPIRED METER,NC43 LOT,826,10.0,0.0,,
2339,9020016704,262.0,2020-01-08,0807,PCY2219,NC,HOND,,M30,NO PERMITS U/M,NC5 LOT,,20.0,5.0,,
2340,9020016702,262.0,2020-01-08,0804,GY51Q,MI,FORD,,M01,EXPIRED METER,NC5 LOT,294,6.0,0.0,,
2341,9020016701,262.0,2020-01-08,0803,DVF8743,MI,HYUN,,M01,EXPIRED METER,NC5 LOT,280,10.0,0.0,,
2342,9020016700,262.0,2020-01-08,0802,CJS2905,MI,FORD,,M01,EXPIRED METER,NC5 LOT,275,10.0,5.0,,
2343,9020016699,262.0,2020-01-08,0801,DTP0595,MI,SUBA,,M01,EXPIRED METER,NC5 LOT,265,10.0,0.0,,
2344,9020016698,262.0,2020-01-08,0800,J74KFS,NJ,CHEV,,M01,EXPIRED METER,NC5 LOT,264,10.0,0.0,,
2345,4120023149,837.0,2020-01-08,1610,EAM4189,MI,CHEV,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2735,25.0,0.0,42.281419,-83.748478
2346,4120023151,837.0,2020-01-08,1615,DFR9743,MI,FORD,,A08,LOADING ZONE,10 BLK OF LIBERTY EA,,45.0,0.0,42.273405,-83.780258
2347,9020016739,262.0,2020-01-08,0912,DHE5109,MI,FORD,,M01,EXPIRED METER,NC43 LOT,933,6.0,0.0,,
2348,9020016708,262.0,2020-01-08,0829,CPG870,MI,MERC,,M01,EXPIRED METER,NC43 LOT,830,6.0,0.0,,
2349,4120023080,837.0,2020-01-08,0939,DYM3018,MI,GMC,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2695,25.0,0.0,42.281419,-83.748478
2350,4120023156,837.0,2020-01-08,1628,DRR8945,MI,FORD,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2662,15.0,0.0,42.282585,-83.747194
2351,4120023155,837.0,2020-01-08,1627,EDP9964,MI,TOYO,,A01,EXPIRED METER,200 BLK OF FOURTH AV,2676,15.0,0.0,42.282585,-83.747194
2352,4120023154,837.0,2020-01-08,1623,DWE3663,MI,CHEV,,A01,EXPIRED METER,LOT 3,6016,15.0,0.0,,
2353,4120023153,837.0,2020-01-08,1622,ECC4181,MI,KIA,,A01,EXPIRED METER,LOT 3,6015,15.0,0.0,,
2354,4120023152,837.0,2020-01-08,1619,DDT6109,MI,CHEV,,A01,EXPIRED METER,300 BLK OF MAIN ST S,2339,15.0,0.0,42.279505,-83.748584
2355,4090019937,822.0,2020-01-08,1221,EBQ5054,MI,FORD,,A45,OVER LEGAL TIME LIMIT,900 BLK OF WALL ST,,25.0,0.0,42.289227,-83.738582
2356,4120023150,837.0,2020-01-08,1614,MAVERIQ,MI,LEXU,,A08,LOADING ZONE,10 BLK OF LIBERTY EA,,35.0,0.0,42.273405,-83.780258
2357,4090019923,822.0,2020-01-08,1200,DKA2190,MI,CHEV,,A45,OVER LEGAL TIME LIMIT,1000 BLK OF WALL ST,,35.0,0.0,42.288248,-83.736187
2358,4120023148,837.0,2020-01-08,1608,11AMC11,MI,FORD,,A01,EXPIRED METER,100 BLK OF MAIN ST S,2300,25.0,0.0,42.281241,-83.748488
2359,4120023147,837.0,2020-01-08,1607,EDF5223,MI,CHEV,,A01,EXPIRED METER,100 BLK OF MAIN ST S,2306,25.0,35.0,42.281241,-83.748488
2360,4120023146,837.0,2020-01-08,1605,6LYN02,MI,FORD,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2608,15.0,0.0,42.281419,-83.748478
2361,4120023145,837.0,2020-01-08,1604,DWN5556,MI,MERC,,A01,EXPIRED METER,100 BLK OF WASHINGTO,2615,15.0,0.0,42.281419,-83.748478
2362,4120023144,837.0,2020-01-08,1554,DHD8141,MI,NISS,,A45,OVER LEGAL TIME LIMIT,400 BLK OF WASHINGTO,,35.0,20.0,42.281419,-83.748478
2363,4120023143,837.0,2020-01-08,1552,DUV0919,MI,NISS,,A45,OVER LEGAL TIME LIMIT,400 BLK OF WASHINGTO,,35.0,20.0,42.281419,-83.748478
2364,4090019921,822.0,2020-01-08,1159,CMC9588,MI,SUBA,,A45,OVER LEGAL TIME LIMIT,1000 BLK OF WALL ST,,25.0,0.0,42.288248,-83.736187
2365,4120023142,837.0,2020-01-08,1548,CER5776,MI,SUBA,,A01,EXPIRED METER,200 BLK OF ASHLEY SO,2380,15.0,0.0,42.281419,-83.748478
2366,4120023141,837.0,2020-01-08,1543,DNV4104,MI,TOYO,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2401,25.0,0.0,42.281419,-83.748478
2367,4120023140,837.0,2020-01-08,1542,CCC0066,MI,CHEV,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2404,15.0,0.0,42.281419,-83.748478
2368,4120023139,837.0,2020-01-08,1541,DAU5828,MI,FORD,,A01,EXPIRED METER,300 BLK OF ASHLEY SO,2411,15.0,0.0,42.281419,-83.748478
2369,4120023138,837.0,2020-01-08,1539,ECM7559,MI,FORD,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2957,15.0,0.0,42.281419,-83.748478
2370,4120023137,837.0,2020-01-08,1538,DRG7221,MI,CHEV,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2961,25.0,0.0,42.281419,-83.748478
2371,4120023136,837.0,2020-01-08,1537,CFG7289,MI,FORD,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2965,25.0,0.0,42.281419,-83.748478
2372,4120023135,837.0,2020-01-08,1536,DHA8526,MI,TOYO,,A01,EXPIRED METER,400 BLK OF ASHLEY SO,2967,15.0,0.0,42.281419,-83.748478
2373,4120023134,837.0,2020-01-08,1530,ANYU73,FL,VOLV,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2535,15.0,0.0,42.16609,-83.78144
2374,4120023133,837.0,2020-01-08,1528,CJKB401,ON,TOYO,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2501,15.0,0.0,42.16609,-83.78144
2375,4120023132,837.0,2020-01-08,1527,DMW1062,MI,JEEP,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2503,25.0,35.0,42.16609,-83.78144
2376,4120023131,837.0,2020-01-08,1527,AB3475,MI,HOND,,A01,EXPIRED METER,100 BLK OF MOSLEYEAS,2511,25.0,0.0,42.16609,-83.78144
2377,4120023130,837.0,2020-01-08,1522,DSJ3408,MI,JEEP,,A01,EXPIRED METER,300 BLK OF WILLIAM W,2451,25.0,0.0,42.278015,-83.751098
2378,4120023129,837.0,2020-01-08,1520,B07ED,MI,PONT,,A01,EXPIRED METER,300 BLK OF FIRST ST,2432,15.0,0.0,42.281419,-83.748478
2379,4120023128,837.0,2020-01-08,1514,CLT745,MI,CHEV,,A19,NO PERMIT CITY,LOT 15,,35.0,0.0,,
2380,4120023127,837.0,2020-01-08,1509,DSP3775,MI,JEEP,,A01,EXPIRED METER,200 BLK OF FIRST ST,2496,25.0,0.0,42.280186,-83.751039
2381,4120023126,837.0,2020-01-08,1501,CJC18078,MI,SUBA,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2794,15.0,0.0,42.281419,-83.748478
2382,4120023125,837.0,2020-01-08,1500,EMT1593,OH,HOND,,A01,EXPIRED METER,400 BLK OF WASHINGTO,2790,15.0,0.0,42.281419,-83.748478
2383,4120023124,837.0,2020-01-08,1458,DA62798,MI,FORD,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2725,15.0,0.0,42.281419,-83.748478
2384,4120023123,837.0,2020-01-08,1455,CGH4424,MI,HYUN,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2716,15.0,0.0,42.281419,-83.748478
2385,4120023122,837.0,2020-01-08,1453,DYM7121,MI,HOND,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2713,25.0,0.0,42.281419,-83.748478
2386,4120023121,837.0,2020-01-08,1452,336D22,MI,VOLK,,A01,EXPIRED METER,100 BLK OF FIRST ST,2480,25.0,0.0,42.281419,-83.748478
2387,4120023120,837.0,2020-01-08,1344,EBT3488,MI,AUDI,,A02,PRK OVR LGL LMT,200 BLK OF WASHINGTO,2764,35.0,0.0,42.281419,-83.748478
2388,4120023119,837.0,2020-01-08,1342,CDD7226,MI,TOYO,,A01,EXPIRED METER,200 BLK OF WASHINGTO,2752,15.0,0.0,42.281419,-83.748478
2389,4120023118,837.0,2020-01-08,1340,6KSK58,MI,NISS,,A02,PRK OVR LGL LMT,200 BLK OF WASHINGTO,2751,35.0,20.0,42.281419,-83.748478
2390,4120023117,837.0,2020-01-08,1336,EDM0868,MI,SUBA,,A02,PRK OVR LGL LMT,100 BLK OF FIFTH AVE,2860,25.0,0.0,42.281811,-83.746014
2391,4120023116,837.0,2020-01-08,1328,CE56929,MI,CHEV,,A45,OVER LEGAL TIME LIMIT,200 BLK OF FOURTH AV,,25.0,0.0,42.282585,-83.747194
2392,4120023114,837.0,2020-01-08,1312,DRX9996,MI,VOLK,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2774,15.0,0.0,42.281419,-83.748478
2393,4120023113,837.0,2020-01-08,1307,AR83395,IL,HOND,,A01,EXPIRED METER,300 BLK OF WASHINGTO,2779,25.0,0.0,42.281419,-83.748478
2394,4120023112,837.0,2020-01-08,1303,B00CF,MI,GMC,,A02,PRK OVR LGL LMT,100 BLK OF DIVISION,3302,35.0,0.0,42.281419,-83.748478
2395,4120023111,837.0,2020-01-08,1302,E57KSK,NJ,BMW,,A01,EXPIRED METER,100 BLK OF DIVISION,3304,25.0,0.0,42.281419,-83.748478
2396,4120023110,837.0,2020-01-08,1300,DWW4890,MI,BUIC,,A02,PRK OVR LGL LMT,200 BLK OF DIVISION,3320,25.0,0.0,42.281419,-83.748478
2397,4120023109,837.0,2020-01-08,1258,DWW4890,MI,BUIC,,A01,EXPIRED METER,200 BLK OF DIVISION,3320,0.0,0.0,42.281419,-83.748478
2398,4120023108,837.0,2020-01-08,1255,3LEL49,MI,CHEV,,A01,EXPIRED METER,HANDICAPPED,9025,25.0,0.0,42.23445,-83.72891
2399,4120023107,837.0,2020-01-08,1250,3EA5059,MD,MAZD,,A02,PRK OVR LGL LMT,300 BLK OF DIVISION,3360,25.0,0.0,42.281419,-83.748478
2400,4120023106,837.0,2020-01-08,1247,DYT0594,MI,HOND,,A02,PRK OVR LGL LMT,LIBRARY LANE,2886,25.0,0.0,42.27875,-83.74556
2401,4120023104,837.0,2020-01-08,1230,EAF1388,MI,JEEP,,A01,EXPIRED METER,200 BLK OF MAIN ST S,2317,25.0,0.0,42.280317,-83.748541
